training_id,client_id,certificate_number,training_title,category,duration_hours,start_date,end_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
360,1360,CERT-2026-00360,Web Development Bootcamp 360,Web Development,47,2026-03-30,2026-04-11,COMPLETED,13,6,4,3,0.42,3.2,0.63,0.77,63.6,37.7,29.4,48.9,0,4,0,46.6,F,2026-05-02,2027-05-02,ISSUED,0.0187,1
362,1362,CERT-2026-00362,Web Development Bootcamp 362,Web Development,43,2025-11-06,2025-11-17,COMPLETED,9,8,0,1,0.87,4.3,0.79,0.88,65.0,65.4,55.8,61.0,12,2,1,64.6,D,,,PENDING,0.4127,0
366,1366,CERT-2026-00366,Mobile Bootcamp 366,Mobile,48,2026-02-07,2026-02-19,COMPLETED,10,6,2,2,0.61,4.1,1.0,0.9,91.0,100.0,100.0,83.4,4,1,2,95.4,A,,,PENDING,0.9143,0
367,1367,CERT-2026-00367,UI/UX Bootcamp 367,UI/UX,20,2026-03-19,2026-03-24,COMPLETED,7,4,1,2,0.55,3.7,0.66,0.8,37.6,48.3,40.0,37.2,2,2,1,44.8,F,,,REVOKED,0.06,0
369,1369,CERT-2026-00369,Web Development Bootcamp 369,Web Development,65,2025-11-18,2025-12-04,COMPLETED,5,3,1,1,0.57,4.8,1.0,0.88,72.6,100.0,100.0,69.4,6,1,3,89.1,B,,,PENDING,0.7031,0
370,1370,CERT-2026-00370,Data Science Bootcamp 370,Data Science,42,2026-03-16,2026-03-26,COMPLETED,5,3,1,1,0.65,4.0,0.85,0.93,37.5,73.6,68.7,70.0,1,2,1,65.5,D,2026-04-02,2027-04-02,ISSUED,0.2606,1
372,1372,CERT-2026-00372,Web Development Bootcamp 372,Web Development,42,2025-11-03,2025-11-13,COMPLETED,13,7,4,2,0.52,3.7,0.8,0.94,75.6,69.3,33.5,38.8,13,3,2,61.9,D,,,PENDING,0.1286,0
373,1373,CERT-2026-00373,Web Development Bootcamp 373,Web Development,45,2026-01-01,2026-01-12,COMPLETED,8,5,1,2,0.63,4.3,0.78,0.93,56.4,58.1,51.3,15.0,11,3,1,51.9,F,2026-01-23,2027-01-23,ISSUED,0.2597,1
376,1376,CERT-2026-00376,Cybersecurity Bootcamp 376,Cybersecurity,61,2026-01-20,2026-02-04,COMPLETED,1,1,0,0,0.56,3.9,0.95,0.98,74.4,86.3,82.3,77.8,5,3,6,82.6,B,,,PENDING,0.8192,0
377,1377,CERT-2026-00377,Cloud Bootcamp 377,Cloud,41,2025-10-18,2025-10-28,COMPLETED,6,5,0,1,0.8,4.5,1.0,0.94,100.0,100.0,100.0,87.8,9,1,2,98.0,A,,,PENDING,0.931,0
378,1378,CERT-2026-00378,UI/UX Bootcamp 378,UI/UX,30,2026-01-02,2026-01-10,COMPLETED,8,4,2,2,0.44,2.7,0.78,0.95,66.0,73.0,57.8,45.9,6,2,2,65.5,D,,,PENDING,0.2438,0
379,1379,CERT-2026-00379,Web Development Bootcamp 379,Web Development,21,2026-02-14,2026-02-19,COMPLETED,7,3,3,1,0.42,3.3,0.92,0.94,72.0,78.0,83.5,55.2,12,1,1,75.2,C,,,PENDING,0.5629,0
380,1380,CERT-2026-00380,Web Development Bootcamp 380,Web Development,44,2025-12-13,2025-12-24,COMPLETED,13,8,2,3,0.58,3.6,0.93,0.93,65.7,61.1,73.8,62.5,0,0,2,67.3,D,2025-12-28,2026-12-28,ISSUED,0.454,1
383,1383,CERT-2026-00383,Cloud Bootcamp 383,Cloud,46,2026-02-28,2026-03-12,COMPLETED,9,4,3,2,0.48,4.2,0.96,0.99,84.0,86.1,100.0,93.6,4,0,5,89.8,B,2026-03-29,2027-03-29,ISSUED,0.9263,1
384,1384,CERT-2026-00384,Data Science Bootcamp 384,Data Science,61,2025-12-06,2025-12-21,COMPLETED,6,4,1,1,0.69,4.6,1.0,1.0,43.4,89.0,83.9,71.7,3,2,1,76.6,C,2025-12-29,2026-12-29,ISSUED,0.6714,1
386,1386,CERT-2026-00386,Data Science Bootcamp 386,Data Science,61,2025-10-06,2025-10-21,COMPLETED,8,6,1,1,0.77,4.6,0.79,1.0,25.0,51.1,55.9,20.2,6,3,0,43.9,F,,,REVOKED,0.2427,0
387,1387,CERT-2026-00387,Data Science Bootcamp 387,Data Science,68,2026-02-16,2026-03-05,COMPLETED,11,6,3,2,0.52,4.6,1.0,0.96,76.0,82.0,39.1,76.9,6,0,1,75.7,C,2026-03-09,2027-03-09,ISSUED,0.8868,1
391,1391,CERT-2026-00391,Data Science Bootcamp 391,Data Science,52,2025-11-26,2025-12-09,COMPLETED,4,2,1,1,0.54,4.2,0.88,0.86,49.6,67.6,49.4,59.6,2,2,1,61.9,D,2025-12-20,2026-12-20,ISSUED,0.6769,1
392,1392,CERT-2026-00392,Web Development Bootcamp 392,Web Development,56,2025-11-04,2025-11-18,COMPLETED,10,4,2,4,0.42,4.2,0.87,0.84,60.3,59.8,30.0,,1,2,0,57.7,F,2025-11-25,2026-11-25,ISSUED,0.3302,1
399,1399,CERT-2026-00399,Web Development Bootcamp 399,Web Development,35,2025-12-17,2025-12-26,COMPLETED,7,5,1,1,0.76,4.6,0.87,0.92,82.9,82.4,70.8,78.4,11,4,1,80.7,B,,,PENDING,0.5564,0
402,1402,CERT-2026-00402,Data Science Bootcamp 402,Data Science,39,2025-11-24,2025-12-04,COMPLETED,9,5,1,3,0.5,3.6,0.82,1.0,45.0,69.9,59.7,,9,0,0,61.8,D,2025-12-14,2026-12-14,ISSUED,0.4734,1
403,1403,CERT-2026-00403,Data Science Bootcamp 403,Data Science,64,2025-10-31,2025-11-16,COMPLETED,8,6,1,1,0.78,3.5,0.91,0.9,68.5,74.2,77.5,81.1,8,1,2,76.2,C,2025-11-30,2026-11-30,ISSUED,0.5572,1
404,1404,CERT-2026-00404,UI/UX Bootcamp 404,UI/UX,39,2025-12-07,2025-12-17,COMPLETED,11,7,1,3,0.6,3.9,0.69,0.92,49.3,39.6,42.2,,2,2,0,47.5,F,,,REVOKED,0.0926,0
405,1405,CERT-2026-00405,Web Development Bootcamp 405,Web Development,52,2025-12-30,2026-01-12,COMPLETED,9,4,1,4,0.4,4.3,0.78,0.88,53.4,68.7,60.6,72.6,8,2,1,65.8,D,2026-01-16,2027-01-16,ISSUED,0.851,1
406,1406,CERT-2026-00406,UI/UX Bootcamp 406,UI/UX,18,2026-01-29,2026-02-02,COMPLETED,5,4,1,0,0.89,3.9,0.85,0.76,46.3,67.8,63.2,56.4,5,0,0,62.3,D,,,PENDING,0.3406,0
407,1407,CERT-2026-00407,Cybersecurity Bootcamp 407,Cybersecurity,56,2026-02-13,2026-02-27,COMPLETED,9,8,0,1,0.85,3.9,0.93,0.96,92.9,88.6,85.9,99.8,13,0,3,91.4,A,2026-03-10,2027-03-10,ISSUED,0.9589,1
410,1410,CERT-2026-00410,Cybersecurity Bootcamp 410,Cybersecurity,64,2025-12-01,2025-12-17,COMPLETED,6,4,1,1,0.62,4.3,0.94,0.89,62.3,66.2,84.7,64.0,3,0,1,70.4,C,,,PENDING,0.7138,0
411,1411,CERT-2026-00411,Data Science Bootcamp 411,Data Science,65,2026-02-10,2026-02-26,COMPLETED,5,3,1,1,0.54,3.9,0.94,0.89,66.5,60.4,68.1,75.1,9,2,1,68.5,D,,,PENDING,0.5186,0
412,1412,CERT-2026-00412,Cybersecurity Bootcamp 412,Cybersecurity,68,2025-10-12,2025-10-29,COMPLETED,9,7,1,1,0.74,4.3,0.99,0.82,69.2,77.6,100.0,76.6,11,0,5,80.9,B,,,PENDING,0.8774,0
413,1413,CERT-2026-00413,Data Science Bootcamp 413,Data Science,52,2025-12-09,2025-12-22,COMPLETED,6,4,1,1,0.59,4.3,0.79,1.0,60.1,67.8,60.7,66.2,2,4,2,66.0,D,2025-12-31,2026-12-31,ISSUED,0.7578,1
414,1414,CERT-2026-00414,UI/UX Bootcamp 414,UI/UX,48,2026-03-13,2026-03-25,COMPLETED,3,3,0,0,0.86,5.0,1.0,0.9,72.4,54.1,70.2,61.0,2,1,0,66.1,D,,,PENDING,0.1986,0
416,1416,CERT-2026-00416,Mobile Bootcamp 416,Mobile,37,2025-11-19,2025-11-28,COMPLETED,7,4,2,1,0.52,3.9,0.98,1.0,74.6,83.1,74.9,69.3,4,0,1,79.4,C,2025-12-15,2026-12-15,ISSUED,0.9004,1
417,1417,CERT-2026-00417,Web Development Bootcamp 417,Web Development,33,2026-03-20,2026-03-28,COMPLETED,7,5,1,1,0.67,4.9,0.82,0.87,39.0,46.4,59.4,43.6,1,2,0,49.7,F,,,REVOKED,0.1053,0
418,1418,CERT-2026-00418,Mobile Bootcamp 418,Mobile,39,2026-03-21,2026-03-31,COMPLETED,9,5,2,2,0.54,4.2,0.72,0.89,48.8,64.3,51.0,46.2,2,0,4,56.9,F,,,REVOKED,0.381,0
420,1420,CERT-2026-00420,Cloud Bootcamp 420,Cloud,48,2025-10-17,2025-10-29,COMPLETED,11,8,2,1,0.7,3.5,0.96,0.85,63.0,95.7,100.0,88.4,9,1,3,88.0,B,,,PENDING,0.6497,0
421,1421,CERT-2026-00421,UI/UX Bootcamp 421,UI/UX,47,2025-12-26,2026-01-07,COMPLETED,9,5,2,2,0.58,3.9,0.84,1.0,76.4,67.6,46.7,55.7,7,1,3,66.3,D,2026-01-16,2027-01-16,ISSUED,0.5917,1
423,1423,CERT-2026-00423,Cloud Bootcamp 423,Cloud,45,2025-11-11,2025-11-22,COMPLETED,8,2,3,3,0.23,,0.94,0.94,68.7,72.4,63.1,,7,0,2,69.7,D,,,PENDING,0.1343,0
427,1427,CERT-2026-00427,Data Science Bootcamp 427,Data Science,55,2025-10-08,2025-10-22,COMPLETED,9,6,1,2,0.64,4.2,0.85,0.89,94.1,100.0,100.0,97.2,6,0,3,96.8,A,2025-11-04,2026-11-04,ISSUED,0.8369,1
428,1428,CERT-2026-00428,Cybersecurity Bootcamp 428,Cybersecurity,61,2026-01-10,2026-01-25,COMPLETED,9,4,2,3,0.4,3.5,0.69,1.0,46.2,51.3,35.9,35.6,8,1,0,47.3,F,,,REVOKED,0.1389,0
430,1430,CERT-2026-00430,Cloud Bootcamp 430,Cloud,49,2025-10-19,2025-10-31,COMPLETED,7,5,1,1,0.71,3.9,0.71,0.86,67.7,59.5,57.9,38.4,5,0,0,58.9,F,2025-11-10,2026-11-10,ISSUED,0.4223,1
432,1432,CERT-2026-00432,Cybersecurity Bootcamp 432,Cybersecurity,54,2026-02-20,2026-03-06,COMPLETED,17,8,4,5,0.49,4.7,0.98,0.94,76.2,77.7,91.3,81.4,13,0,1,81.9,B,2026-03-19,2027-03-19,ISSUED,0.8441,1
433,1433,CERT-2026-00433,Cybersecurity Bootcamp 433,Cybersecurity,35,2025-10-14,2025-10-23,COMPLETED,8,5,2,1,0.67,5.0,0.74,0.89,84.6,54.1,25.7,72.9,6,3,3,61.8,D,2025-11-06,2026-11-06,ISSUED,0.2476,1
439,1439,CERT-2026-00439,Cybersecurity Bootcamp 439,Cybersecurity,65,2026-01-06,2026-01-22,COMPLETED,9,5,2,2,0.56,4.0,0.7,0.8,47.1,56.5,60.7,42.7,2,1,0,54.2,F,,,REVOKED,0.111,0
440,1440,CERT-2026-00440,Data Science Bootcamp 440,Data Science,43,2026-01-23,2026-02-03,COMPLETED,10,5,2,3,0.54,3.7,0.98,0.92,,85.6,99.7,83.4,5,0,0,81.5,B,2026-02-07,2027-02-07,ISSUED,0.7372,1
441,1441,CERT-2026-00441,Cloud Bootcamp 441,Cloud,45,2026-03-27,2026-04-07,COMPLETED,13,11,1,1,0.81,4.6,1.0,0.89,64.0,68.8,78.9,52.9,11,1,0,69.7,D,,,PENDING,0.3387,0
442,1442,CERT-2026-00442,Mobile Bootcamp 442,Mobile,16,2025-11-30,2025-12-04,COMPLETED,10,6,2,2,0.59,,1.0,0.8,78.8,100.0,99.3,100.0,0,1,4,95.2,A,2025-12-12,2026-12-12,ISSUED,0.7472,1
443,1443,CERT-2026-00443,UI/UX Bootcamp 443,UI/UX,23,2026-03-12,2026-03-18,COMPLETED,5,3,1,1,0.68,3.8,0.68,0.92,31.2,58.9,38.1,57.9,14,3,0,50.6,F,,,REVOKED,0.2151,0
444,1444,CERT-2026-00444,Data Science Bootcamp 444,Data Science,69,2025-12-12,2025-12-29,COMPLETED,7,3,2,2,0.43,3.1,0.8,0.84,56.0,35.6,47.6,40.9,1,2,2,47.1,F,,,REVOKED,0.1952,0
446,1446,CERT-2026-00446,Cybersecurity Bootcamp 446,Cybersecurity,54,2025-10-14,2025-10-28,COMPLETED,8,5,1,2,0.66,4.7,0.61,1.0,44.0,51.9,49.2,27.0,3,2,0,46.7,F,2025-11-08,2026-11-08,ISSUED,0.057,1
447,1447,CERT-2026-00447,Web Development Bootcamp 447,Web Development,32,2026-03-22,2026-03-30,COMPLETED,9,4,1,4,0.42,3.2,0.77,0.95,68.6,78.8,72.6,82.6,7,1,4,76.1,C,,,PENDING,0.7211,0
448,1448,CERT-2026-00448,Cybersecurity Bootcamp 448,Cybersecurity,48,2026-02-23,2026-03-07,COMPLETED,9,5,3,1,0.6,3.2,0.77,0.96,55.7,70.4,50.6,47.8,5,0,1,61.4,D,2026-03-21,2027-03-21,ISSUED,0.3697,1
450,1450,CERT-2026-00450,Cloud Bootcamp 450,Cloud,47,2026-01-01,2026-01-13,COMPLETED,3,1,1,1,0.42,4.7,0.74,0.96,68.0,87.4,67.6,92.2,14,0,0,79.8,C,,,PENDING,0.6665,0
451,1451,CERT-2026-00451,Web Development Bootcamp 451,Web Development,21,2026-02-09,2026-02-14,COMPLETED,7,5,1,1,0.66,4.1,1.0,1.0,85.1,79.8,89.2,94.7,2,2,2,86.7,B,2026-02-20,2027-02-20,ISSUED,0.7863,1
452,1452,CERT-2026-00452,Cybersecurity Bootcamp 452,Cybersecurity,31,2026-04-01,2026-04-09,COMPLETED,12,8,1,3,0.64,3.3,0.86,0.95,46.1,41.4,54.5,42.0,7,2,0,48.8,F,,,REVOKED,0.0349,0
453,1453,CERT-2026-00453,Data Science Bootcamp 453,Data Science,58,2025-12-04,2025-12-18,COMPLETED,5,2,2,1,0.43,4.3,0.84,0.91,58.5,71.4,56.2,56.7,13,0,0,65.3,D,2026-01-01,2027-01-01,ISSUED,0.4955,1
457,1457,CERT-2026-00457,Mobile Bootcamp 457,Mobile,31,2025-11-02,2025-11-10,COMPLETED,6,4,1,1,0.7,4.7,0.86,0.95,79.3,79.4,77.5,73.9,6,1,1,78.9,C,2025-11-21,2026-11-21,ISSUED,0.7623,1
458,1458,CERT-2026-00458,Data Science Bootcamp 458,Data Science,56,2025-12-14,2025-12-28,COMPLETED,6,3,1,2,0.48,4.1,0.78,0.94,54.2,44.9,17.2,57.3,13,2,0,48.4,F,,,REVOKED,0.1266,0
459,1459,CERT-2026-00459,Data Science Bootcamp 459,Data Science,60,2025-11-23,2025-12-08,COMPLETED,7,7,0,0,0.96,4.8,1.0,0.91,83.6,87.4,95.0,,0,0,2,83.7,B,2025-12-28,2026-12-28,ISSUED,0.9567,1
460,1460,CERT-2026-00460,Data Science Bootcamp 460,Data Science,66,2025-10-05,2025-10-21,COMPLETED,7,4,1,2,0.62,3.2,0.8,0.91,79.1,64.7,34.4,57.2,2,1,1,64.0,D,,,PENDING,0.3543,0
461,1461,CERT-2026-00461,Web Development Bootcamp 461,Web Development,32,2025-12-01,2025-12-09,COMPLETED,5,2,2,1,0.42,3.5,1.0,0.98,75.5,91.8,92.0,82.7,1,0,1,87.6,B,,,PENDING,0.8112,0
464,1464,CERT-2026-00464,Cloud Bootcamp 464,Cloud,58,2025-11-24,2025-12-08,COMPLETED,8,8,0,0,1.0,5.0,1.0,0.9,82.8,70.8,100.0,73.3,4,0,4,80.8,B,,,PENDING,0.8355,0
467,1467,CERT-2026-00467,Web Development Bootcamp 467,Web Development,36,2025-10-30,2025-11-08,COMPLETED,10,6,3,1,0.61,4.5,1.0,0.91,100.0,73.4,76.9,66.3,6,0,1,81.3,B,2025-11-17,2026-11-17,ISSUED,0.7942,1
468,1468,CERT-2026-00468,Data Science Bootcamp 468,Data Science,60,2026-03-27,2026-04-11,COMPLETED,9,6,2,1,0.72,3.8,0.87,0.89,61.7,50.0,67.2,62.9,1,3,2,60.7,D,2026-04-14,2027-04-14,ISSUED,0.1984,1
470,1470,CERT-2026-00470,UI/UX Bootcamp 470,UI/UX,37,2025-10-20,2025-10-29,COMPLETED,11,8,2,1,0.71,3.8,0.72,0.82,40.1,59.7,79.8,42.4,5,4,0,56.7,F,,,REVOKED,0.1165,0
471,1471,CERT-2026-00471,UI/UX Bootcamp 471,UI/UX,54,2025-10-24,2025-11-07,COMPLETED,5,4,1,0,0.76,4.8,0.75,0.89,71.8,66.4,37.7,54.5,8,2,0,62.5,D,,,PENDING,0.48,0
473,1473,CERT-2026-00473,Mobile Bootcamp 473,Mobile,35,2026-02-10,2026-02-19,COMPLETED,7,4,2,1,0.51,3.1,0.67,0.95,72.1,56.3,33.0,61.8,1,1,0,58.5,F,,,PENDING,0.3064,0
474,1474,CERT-2026-00474,Data Science Bootcamp 474,Data Science,47,2026-02-12,2026-02-24,COMPLETED,13,4,5,4,0.32,3.7,0.69,0.93,29.8,63.2,23.3,64.4,2,1,1,51.0,F,,,REVOKED,0.3631,0
475,1475,CERT-2026-00475,Cybersecurity Bootcamp 475,Cybersecurity,48,2025-11-08,2025-11-20,COMPLETED,7,5,1,1,0.66,4.3,0.87,0.93,46.2,65.5,73.3,49.3,2,3,0,61.9,D,2025-11-24,2026-11-24,ISSUED,0.5027,1
476,1476,CERT-2026-00476,UI/UX Bootcamp 476,UI/UX,42,2026-02-23,2026-03-05,COMPLETED,4,1,1,2,0.29,3.0,0.86,0.89,57.9,78.1,55.8,68.6,2,1,3,69.8,D,2026-03-18,2027-03-18,ISSUED,0.827,1
477,1477,CERT-2026-00477,Web Development Bootcamp 477,Web Development,66,2025-10-03,2025-10-19,COMPLETED,12,8,2,2,0.67,3.0,0.78,0.83,48.6,49.9,39.1,55.0,2,1,0,51.7,F,,,REVOKED,0.0943,0
480,1480,CERT-2026-00480,Cloud Bootcamp 480,Cloud,34,2025-12-26,2026-01-03,COMPLETED,12,6,3,3,0.53,3.7,0.74,0.96,57.5,59.6,91.6,72.0,3,1,0,67.0,D,2026-01-16,2027-01-16,ISSUED,0.5088,1
482,1482,CERT-2026-00482,Web Development Bootcamp 482,Web Development,36,2026-02-01,2026-02-10,COMPLETED,8,7,0,1,0.92,4.9,1.0,0.83,100.0,74.0,81.3,73.1,10,1,3,83.2,B,2026-02-12,2027-02-12,ISSUED,0.8013,1
483,1483,CERT-2026-00483,Cybersecurity Bootcamp 483,Cybersecurity,52,2025-12-22,2026-01-04,COMPLETED,7,4,1,2,0.61,4.0,0.99,0.79,71.6,77.4,45.5,82.5,3,2,1,74.6,C,2026-01-11,2027-01-11,ISSUED,0.6633,1
486,1486,CERT-2026-00486,Cybersecurity Bootcamp 486,Cybersecurity,64,2025-12-19,2026-01-04,COMPLETED,7,4,2,1,0.56,3.9,0.79,0.92,70.0,85.0,61.3,68.6,10,1,0,75.2,C,2026-01-21,2027-01-21,ISSUED,0.6973,1
487,1487,CERT-2026-00487,Mobile Bootcamp 487,Mobile,21,2026-02-02,2026-02-07,COMPLETED,8,6,1,1,0.77,4.6,0.97,0.93,96.4,88.7,92.1,84.2,2,2,0,91.0,A,2026-02-25,2027-02-25,ISSUED,0.9061,1
488,1488,CERT-2026-00488,Cybersecurity Bootcamp 488,Cybersecurity,52,2026-03-02,2026-03-15,COMPLETED,6,3,1,2,0.48,3.5,0.71,0.84,45.8,52.8,54.6,44.6,1,3,0,52.0,F,,,REVOKED,0.0689,0
493,1493,CERT-2026-00493,Cloud Bootcamp 493,Cloud,54,2026-01-17,2026-01-31,COMPLETED,7,4,1,2,0.56,,1.0,0.96,67.2,74.7,84.8,68.1,6,0,1,75.9,C,,,PENDING,0.6171,0
495,1495,CERT-2026-00495,Cybersecurity Bootcamp 495,Cybersecurity,49,2025-12-09,2025-12-21,COMPLETED,6,4,1,1,0.6,5.0,0.93,0.95,82.2,84.8,69.2,80.5,11,4,4,82.2,B,2025-12-27,2026-12-27,ISSUED,0.8341,1
501,1501,CERT-2026-00501,Cybersecurity Bootcamp 501,Cybersecurity,53,2025-12-10,2025-12-23,COMPLETED,10,7,2,1,0.73,4.5,0.72,0.84,75.9,72.2,81.0,44.2,19,3,0,69.7,D,,,PENDING,0.2955,0
502,1502,CERT-2026-00502,Web Development Bootcamp 502,Web Development,44,2025-11-18,2025-11-29,COMPLETED,7,5,1,1,0.77,4.9,0.82,1.0,45.7,47.5,84.7,63.5,10,1,0,58.3,F,,,PENDING,0.0683,0
503,1503,CERT-2026-00503,Cloud Bootcamp 503,Cloud,66,2026-03-22,2026-04-07,COMPLETED,3,2,0,1,0.71,4.0,0.97,0.84,72.1,70.9,66.1,79.2,9,1,5,74.4,C,2026-04-10,2027-04-10,ISSUED,0.8665,1
504,1504,CERT-2026-00504,Web Development Bootcamp 504,Web Development,44,2026-01-31,2026-02-11,COMPLETED,8,5,2,1,0.58,4.3,0.84,0.85,64.4,74.9,61.0,33.7,0,0,1,65.0,D,,,PENDING,0.281,0
507,1507,CERT-2026-00507,Web Development Bootcamp 507,Web Development,53,2026-01-05,2026-01-18,COMPLETED,3,2,0,1,0.71,4.8,1.0,0.81,96.0,90.8,99.1,73.9,11,1,2,91.3,A,2026-02-03,2027-02-03,ISSUED,0.8888,1
510,1510,CERT-2026-00510,Cybersecurity Bootcamp 510,Cybersecurity,56,2025-11-09,2025-11-23,COMPLETED,11,7,2,2,0.61,4.3,0.92,0.93,80.0,98.8,82.2,89.5,2,3,5,90.2,A,2025-12-07,2026-12-07,ISSUED,0.8767,1
511,1511,CERT-2026-00511,Web Development Bootcamp 511,Web Development,55,2026-01-11,2026-01-25,COMPLETED,7,5,1,1,0.69,4.9,1.0,0.97,79.0,65.5,81.6,77.1,2,1,3,76.0,C,,,PENDING,0.6155,0
513,1513,CERT-2026-00513,Web Development Bootcamp 513,Web Development,52,2026-01-05,2026-01-18,COMPLETED,7,5,1,1,0.73,4.3,0.91,0.93,66.4,63.2,92.9,57.1,5,1,0,69.9,D,,,PENDING,0.3665,0
514,1514,CERT-2026-00514,Data Science Bootcamp 514,Data Science,52,2025-11-17,2025-11-30,COMPLETED,9,2,3,4,0.22,3.0,0.72,0.87,57.6,75.2,41.4,54.1,7,3,3,62.9,D,,,PENDING,0.2587,0
517,1517,CERT-2026-00517,Cloud Bootcamp 517,Cloud,62,2025-11-21,2025-12-07,COMPLETED,7,3,1,3,0.36,4.1,0.93,0.96,57.5,66.0,68.3,50.3,5,0,2,64.6,D,2025-12-26,2026-12-26,ISSUED,0.7508,1
518,1518,CERT-2026-00518,Cloud Bootcamp 518,Cloud,46,2025-11-14,2025-11-26,COMPLETED,10,7,1,2,0.65,4.0,1.0,0.91,80.9,95.4,79.7,76.9,2,2,1,87.5,B,2025-12-14,2026-12-14,ISSUED,0.8502,1
520,1520,CERT-2026-00520,Web Development Bootcamp 520,Web Development,32,2026-01-13,2026-01-21,COMPLETED,14,11,1,2,0.82,4.0,0.96,0.9,53.4,67.6,85.8,57.9,7,1,1,68.3,D,2026-02-03,2027-02-03,ISSUED,0.4534,1
521,1521,CERT-2026-00521,Web Development Bootcamp 521,Web Development,48,2026-01-10,2026-01-22,COMPLETED,8,3,2,3,0.38,4.3,0.81,0.93,77.2,77.0,76.6,67.5,9,0,2,75.9,C,,,PENDING,0.8432,0
522,1522,CERT-2026-00522,Data Science Bootcamp 522,Data Science,61,2026-01-12,2026-01-27,COMPLETED,16,13,2,1,0.84,5.0,0.91,0.98,82.2,81.3,79.9,92.4,5,3,0,84.0,B,,,PENDING,0.8802,0
523,1523,CERT-2026-00523,Web Development Bootcamp 523,Web Development,51,2025-12-27,2026-01-09,COMPLETED,13,11,1,1,0.81,4.5,1.0,1.0,64.7,76.1,97.8,87.3,8,0,1,80.8,B,2026-01-15,2027-01-15,ISSUED,0.8768,1
524,1524,CERT-2026-00524,Mobile Bootcamp 524,Mobile,19,2025-12-16,2025-12-21,COMPLETED,9,8,0,1,0.85,4.1,0.7,0.74,43.7,46.4,52.3,43.5,2,1,0,48.5,F,,,REVOKED,0.0906,0
525,1525,CERT-2026-00525,UI/UX Bootcamp 525,UI/UX,28,2026-02-27,2026-03-06,COMPLETED,5,3,1,1,0.56,4.2,0.8,0.9,68.2,74.2,61.3,72.0,8,2,3,71.3,C,,,PENDING,0.399,0
527,1527,CERT-2026-00527,Web Development Bootcamp 527,Web Development,39,2026-01-08,2026-01-18,COMPLETED,3,2,0,1,0.51,3.8,0.92,0.84,47.0,57.9,61.7,42.7,0,1,1,57.0,F,,,REVOKED,0.1497,0
529,1529,CERT-2026-00529,Cybersecurity Bootcamp 529,Cybersecurity,46,2026-02-26,2026-03-10,COMPLETED,7,4,1,2,0.61,3.8,0.91,0.87,93.5,86.1,73.1,100.0,5,1,1,88.6,B,2026-03-19,2027-03-19,ISSUED,0.826,1
530,1530,CERT-2026-00530,Cybersecurity Bootcamp 530,Cybersecurity,67,2025-10-27,2025-11-13,COMPLETED,9,7,1,1,0.82,4.5,0.58,0.93,53.3,42.0,56.7,35.6,3,1,0,47.1,F,,,REVOKED,0.0287,0
531,1531,CERT-2026-00531,UI/UX Bootcamp 531,UI/UX,39,2026-01-04,2026-01-14,COMPLETED,7,6,1,0,0.89,4.7,0.87,0.89,59.9,59.2,87.0,65.2,14,1,0,67.0,D,2026-01-22,2027-01-22,ISSUED,0.5829,1
532,1532,CERT-2026-00532,UI/UX Bootcamp 532,UI/UX,45,2025-11-17,2025-11-28,COMPLETED,8,7,0,1,0.89,4.4,0.99,0.96,90.6,82.1,100.0,81.4,6,0,2,88.1,B,,,PENDING,0.7147,0
535,1535,CERT-2026-00535,Data Science Bootcamp 535,Data Science,52,2026-02-13,2026-02-26,COMPLETED,9,8,0,1,0.9,5.0,1.0,0.92,91.3,87.9,63.2,57.3,11,1,5,81.5,B,2026-03-19,2027-03-19,ISSUED,0.9136,1
536,1536,CERT-2026-00536,Cybersecurity Bootcamp 536,Cybersecurity,66,2026-01-19,2026-02-04,COMPLETED,12,10,1,1,0.85,4.3,0.85,0.93,82.5,69.6,78.7,25.9,2,0,1,68.3,D,2026-02-14,2027-02-14,ISSUED,0.5978,1
537,1537,CERT-2026-00537,Cybersecurity Bootcamp 537,Cybersecurity,65,2025-10-04,2025-10-20,COMPLETED,10,5,2,3,0.51,3.6,0.93,0.96,80.2,89.3,57.8,59.4,2,0,3,78.5,C,2025-10-28,2026-10-28,ISSUED,0.9105,1
538,1538,CERT-2026-00538,Cloud Bootcamp 538,Cloud,63,2025-12-16,2026-01-01,COMPLETED,8,5,2,1,0.62,4.1,0.96,0.88,64.3,79.3,96.4,43.3,9,1,1,74.3,C,2026-01-12,2027-01-12,ISSUED,0.6347,1
540,1540,CERT-2026-00540,Mobile Bootcamp 540,Mobile,31,2025-12-06,2025-12-14,COMPLETED,11,8,1,2,0.69,4.4,1.0,0.91,84.9,92.8,100.0,100.0,8,0,2,93.9,A,2025-12-20,2026-12-20,ISSUED,0.9426,1
541,1541,CERT-2026-00541,Web Development Bootcamp 541,Web Development,51,2026-03-11,2026-03-24,COMPLETED,7,3,3,1,0.42,3.9,0.99,0.92,65.7,62.8,89.3,58.4,3,2,3,70.1,C,,,PENDING,0.6006,0
