training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
801,1801,CERT-2026-00801,Web Development Bootcamp 801,Web Development,35,9,2026-05-20,2026-05-29,,UPCOMING,4,3,0,1,0.85,4.5,0.86,0.03,,,60.5,,27,3,1,55.6,75.1,58.4,F,,,PENDING,0.0,0
802,1802,CERT-2026-00802,Cloud Bootcamp 802,Cloud,40,10,2026-04-10,2026-04-26,,ONGOING,3,2,0,1,0.75,3.2,0.57,0.68,36.7,,30.7,40.4,10,2,0,45.4,53.2,45.4,F,,,PENDING,0.0,0
803,1803,CERT-2026-00803,UI/UX Bootcamp 803,UI/UX,31,8,2026-04-08,2026-04-23,,ONGOING,2,1,1,0,0.46,3.7,0.92,0.56,70.9,,51.3,48.7,16,0,1,57.7,79.4,60.0,D,,,PENDING,0.0,0
804,1804,CERT-2026-00804,Mobile Bootcamp 804,Mobile,22,6,2025-03-25,2025-03-31,,COMPLETED,8,4,1,3,0.52,3.6,0.7,0.92,25.0,43.5,39.9,26.7,0,1,1,33.8,63.9,38.4,F,,,REVOKED,0.0727,0
805,1805,CERT-2026-00805,Cloud Bootcamp 805,Cloud,51,13,2026-04-07,2026-04-27,,ONGOING,6,3,2,1,0.52,3.3,0.79,0.48,56.0,,67.3,38.1,19,2,1,50.6,75.9,55.8,F,,,PENDING,0.0,0
806,1806,CERT-2026-00806,Cybersecurity Bootcamp 806,Cybersecurity,57,14,2025-12-12,2025-12-26,,COMPLETED,12,7,2,3,0.58,3.3,0.89,0.87,49.8,67.4,36.2,65.9,0,1,0,61.7,71.1,61.0,D,2026-01-07,2027-01-07,ISSUED,0.2692,1
807,1807,CERT-2026-00807,Data Science Bootcamp 807,Data Science,61,15,2025-10-26,2025-11-05,2025-11-05,CANCELLED,1,0,0,1,0.5,3.7,0.81,0.18,53.2,,82.2,48.0,8,0,2,52.3,85.2,58.5,F,,,REVOKED,0.0,0
808,1808,CERT-2026-00808,Data Science Bootcamp 808,Data Science,57,14,2025-12-29,2026-01-12,,COMPLETED,7,4,1,2,0.56,3.8,0.58,0.99,51.3,61.4,38.8,38.1,0,5,2,52.5,51.7,52.7,F,,,PENDING,0.0627,0
809,1809,CERT-2026-00809,Cybersecurity Bootcamp 809,Cybersecurity,72,18,2026-04-19,2026-05-07,,UPCOMING,4,3,1,0,0.84,3.4,0.63,0.09,,,25.2,,24,6,0,55.6,47.6,52.3,F,,,PENDING,0.0,0
810,1810,CERT-2026-00810,Mobile Bootcamp 810,Mobile,38,10,2024-07-29,2024-08-08,,COMPLETED,9,7,1,1,0.77,5.0,1.0,0.96,95.1,86.4,100.0,,0,0,1,81.9,100.0,87.2,B,2024-08-18,2025-08-18,EXPIRED,0.7686,1
811,1811,CERT-2026-00811,Cybersecurity Bootcamp 811,Cybersecurity,42,10,2026-03-16,2026-03-23,2026-03-23,CANCELLED,6,3,1,2,0.56,4.7,1.0,0.21,76.8,,100.0,98.0,8,0,7,71.8,100.0,74.8,C,,,REVOKED,0.0,0
812,1812,CERT-2026-00812,Cybersecurity Bootcamp 812,Cybersecurity,45,11,2025-06-06,2025-06-17,,COMPLETED,13,8,2,3,0.64,3.6,0.98,0.87,67.9,85.0,68.3,88.9,0,1,0,80.8,86.4,80.5,B,2025-07-07,2026-07-07,ISSUED,0.6464,1
813,1813,CERT-2026-00813,Cloud Bootcamp 813,Cloud,52,13,2026-05-13,2026-05-26,,UPCOMING,6,3,1,2,0.47,4.0,0.98,0.08,,,69.0,,18,2,0,55.6,85.0,60.4,D,,,PENDING,0.0,0
814,1814,CERT-2026-00814,Web Development Bootcamp 814,Web Development,40,10,2026-03-19,2026-03-27,2026-03-27,CANCELLED,2,1,0,1,0.67,3.7,0.75,0.53,53.3,,60.2,36.1,19,1,0,49.3,73.2,53.8,F,,,REVOKED,0.0,0
815,1815,CERT-2026-00815,Data Science Bootcamp 815,Data Science,67,17,2024-10-16,2024-11-02,,COMPLETED,10,5,2,3,0.52,3.9,0.85,0.88,53.3,76.2,48.8,68.8,0,3,0,67.5,70.5,67.1,D,2024-11-07,2025-11-07,EXPIRED,0.2414,1
816,1816,CERT-2026-00816,Mobile Bootcamp 816,Mobile,30,8,2026-02-15,2026-02-23,,COMPLETED,10,9,1,0,0.87,4.2,1.0,0.84,75.4,87.0,100.0,74.2,0,2,3,80.3,96.8,85.0,B,2026-03-25,2027-03-25,ISSUED,0.5396,1
817,1817,CERT-2026-00817,Data Science Bootcamp 817,Data Science,49,12,2026-04-06,2026-04-30,,ONGOING,1,1,0,0,0.68,4.3,0.93,0.62,82.8,,47.5,56.3,18,1,0,63.2,76.9,63.6,D,,,PENDING,0.0,0
818,1818,CERT-2026-00818,Cybersecurity Bootcamp 818,Cybersecurity,59,15,2024-08-13,2024-08-28,,COMPLETED,9,6,2,1,0.72,4.3,0.85,0.98,39.7,46.9,44.5,23.7,0,0,0,38.9,73.8,44.7,F,,,REVOKED,0.1043,0
819,1819,CERT-2026-00819,UI/UX Bootcamp 819,UI/UX,32,8,2025-06-30,2025-07-08,,COMPLETED,9,4,1,4,0.5,3.5,0.77,1.0,63.4,68.1,65.2,51.8,0,1,0,62.6,75.9,65.1,D,,,PENDING,0.2268,0
820,1820,CERT-2026-00820,UI/UX Bootcamp 820,UI/UX,12,3,2025-01-28,2025-01-31,,COMPLETED,10,5,3,2,0.49,4.6,1.0,0.93,81.5,88.1,97.1,99.5,0,0,1,89.0,99.0,90.1,A,2025-02-05,2026-02-05,EXPIRED,0.8232,1
821,1821,CERT-2026-00821,Mobile Bootcamp 821,Mobile,36,9,2025-09-21,2025-09-30,,COMPLETED,8,5,1,2,0.66,4.2,0.92,0.96,81.8,74.3,66.0,61.2,0,1,3,73.3,82.9,74.7,C,,,PENDING,0.4192,0
822,1822,CERT-2026-00822,Mobile Bootcamp 822,Mobile,41,10,2025-05-23,2025-06-02,,COMPLETED,12,11,1,0,0.91,4.3,0.92,0.97,86.3,95.5,78.3,96.8,0,1,1,93.1,87.2,91.1,A,2025-06-14,2026-06-14,ISSUED,0.7548,1
823,1823,CERT-2026-00823,Cybersecurity Bootcamp 823,Cybersecurity,53,13,2024-07-25,2024-08-07,,COMPLETED,7,6,0,1,0.86,3.8,0.86,0.87,53.7,62.2,52.2,59.6,0,0,1,59.0,77.0,60.5,D,2024-08-11,2025-08-11,EXPIRED,0.4206,1
824,1824,CERT-2026-00824,Cybersecurity Bootcamp 824,Cybersecurity,58,14,2024-11-15,2024-11-29,,COMPLETED,12,7,2,3,0.55,4.3,0.81,1.0,53.2,52.0,72.2,,0,0,0,53.9,81.7,57.9,F,,,PENDING,0.1923,0
825,1825,CERT-2026-00825,Web Development Bootcamp 825,Web Development,42,10,2026-01-07,2026-01-10,2026-01-10,CANCELLED,5,2,1,2,0.42,3.6,1.0,0.26,81.8,,100.0,91.1,25,0,1,71.6,100.0,75.1,C,,,REVOKED,0.0,0
826,1826,CERT-2026-00826,Web Development Bootcamp 826,Web Development,50,12,2026-01-11,2026-01-23,,COMPLETED,9,6,1,2,0.67,,1.0,0.89,94.7,100.0,87.7,92.3,0,2,3,96.5,92.5,96.2,A,2026-02-03,2027-02-03,ISSUED,0.7694,1
827,1827,CERT-2026-00827,Web Development Bootcamp 827,Web Development,50,12,2026-05-10,2026-05-22,,UPCOMING,4,2,1,1,0.59,4.1,1.0,0.09,,,84.3,,39,0,1,55.6,94.5,62.4,D,,,PENDING,0.0,0
828,1828,CERT-2026-00828,UI/UX Bootcamp 828,UI/UX,30,8,2026-04-10,2026-04-25,,ONGOING,6,5,1,0,0.9,4.5,0.86,0.61,64.8,,84.6,65.4,9,2,2,60.1,85.1,64.4,D,,,PENDING,0.0,0
829,1829,CERT-2026-00829,Cybersecurity Bootcamp 829,Cybersecurity,43,11,2026-04-12,2026-04-19,,ONGOING,7,6,0,1,0.8,,0.87,0.71,55.3,,98.5,48.2,7,1,2,52.9,92.0,61.5,D,,,PENDING,0.0,0
830,1830,CERT-2026-00830,UI/UX Bootcamp 830,UI/UX,29,7,2024-08-03,2024-08-10,,COMPLETED,9,8,1,0,0.9,4.8,0.91,0.91,86.4,100.0,87.3,71.1,0,2,2,88.7,88.3,90.4,A,2024-09-07,2025-09-07,EXPIRED,0.7854,1
831,1831,CERT-2026-00831,Cloud Bootcamp 831,Cloud,57,14,2026-05-09,2026-05-23,,UPCOMING,6,4,1,1,0.73,,0.84,0.03,,,71.8,,25,2,1,55.6,79.7,59.6,F,,,PENDING,0.0,0
832,1832,CERT-2026-00832,Web Development Bootcamp 832,Web Development,47,12,2026-04-08,2026-04-23,,ONGOING,7,5,1,1,0.66,4.9,1.0,0.64,76.1,,83.7,96.8,13,1,3,71.3,92.7,72.5,C,,,PENDING,0.0,0
833,1833,CERT-2026-00833,Mobile Bootcamp 833,Mobile,47,12,2025-10-31,2025-11-12,,COMPLETED,9,8,1,0,0.87,4.8,0.95,0.93,,68.4,48.6,61.1,0,1,2,62.9,78.2,64.2,D,,,PENDING,0.7186,0
834,1834,CERT-2026-00834,Data Science Bootcamp 834,Data Science,76,19,2026-03-06,2026-03-07,2026-03-07,CANCELLED,2,2,0,0,0.75,4.2,1.0,0.24,68.2,,100.0,66.6,11,0,0,61.4,100.0,68.4,D,,,REVOKED,0.0,0
835,1835,CERT-2026-00835,Web Development Bootcamp 835,Web Development,54,14,2026-01-11,2026-01-15,2026-01-15,CANCELLED,1,1,0,0,0.59,3.5,0.96,0.51,49.7,,74.4,56.5,8,0,2,53.3,89.2,59.1,F,,,REVOKED,0.0,0
836,1836,CERT-2026-00836,Cybersecurity Bootcamp 836,Cybersecurity,28,7,2026-04-12,2026-04-26,,ONGOING,6,5,0,1,0.81,4.2,0.82,0.79,72.8,,84.7,52.7,11,2,1,59.3,83.3,64.3,D,,,PENDING,0.0,0
837,1837,CERT-2026-00837,Cybersecurity Bootcamp 837,Cybersecurity,72,18,2026-04-04,2026-04-29,,ONGOING,4,2,1,1,0.61,4.8,0.92,0.52,77.5,,86.6,73.8,14,1,3,66.0,90.1,69.4,D,,,PENDING,0.0,0
838,1838,CERT-2026-00838,Mobile Bootcamp 838,Mobile,42,10,2026-04-12,2026-04-23,,ONGOING,0,0,0,0,0.0,,0.77,0.51,49.9,,77.2,,16,2,0,53.8,78.5,58.2,F,,,PENDING,0.0,0
839,1839,CERT-2026-00839,UI/UX Bootcamp 839,UI/UX,37,9,2025-10-06,2025-10-15,,COMPLETED,7,5,1,1,0.7,3.6,0.71,0.92,46.7,56.8,47.9,50.1,0,3,1,52.1,63.9,53.5,F,,,PENDING,0.1313,0
840,1840,CERT-2026-00840,Web Development Bootcamp 840,Web Development,40,10,2025-04-25,2025-05-05,,COMPLETED,11,9,1,1,0.86,4.0,0.92,0.95,90.1,86.8,91.0,85.2,0,1,2,87.4,91.6,88.3,B,2025-05-11,2026-05-11,ISSUED,0.8213,1
841,1841,CERT-2026-00841,Cloud Bootcamp 841,Cloud,71,18,2026-02-23,2026-02-26,2026-02-26,CANCELLED,3,1,1,1,0.45,3.9,1.0,0.59,94.0,,71.1,98.0,11,0,5,77.0,89.9,75.5,C,,,REVOKED,0.0,0
842,1842,CERT-2026-00842,UI/UX Bootcamp 842,UI/UX,22,6,2026-05-17,2026-05-23,,UPCOMING,1,1,0,0,0.59,4.1,0.79,0.06,,,68.9,,23,0,2,55.6,79.7,58.8,F,,,PENDING,0.0,0
843,1843,CERT-2026-00843,Cloud Bootcamp 843,Cloud,42,10,2026-04-10,2026-04-24,,ONGOING,6,4,1,1,0.66,4.3,0.7,0.65,48.9,,52.8,40.5,4,3,2,49.1,65.2,52.0,F,,,PENDING,0.0,0
844,1844,CERT-2026-00844,Data Science Bootcamp 844,Data Science,68,17,2025-09-12,2025-09-27,2025-09-27,CANCELLED,6,4,1,1,0.67,3.9,0.63,0.11,44.1,,36.7,43.9,20,3,0,48.5,56.4,48.9,F,,,REVOKED,0.0,0
845,1845,CERT-2026-00845,Cloud Bootcamp 845,Cloud,52,13,2025-07-19,2025-08-01,,COMPLETED,9,5,2,2,0.58,4.7,0.93,1.0,,69.9,97.4,73.8,0,2,1,66.7,92.7,72.3,C,2025-08-09,2026-08-09,ISSUED,0.4541,1
846,1846,CERT-2026-00846,Cybersecurity Bootcamp 846,Cybersecurity,28,7,2026-04-10,2026-04-23,,ONGOING,1,1,0,0,0.69,4.5,0.94,0.5,86.8,,78.8,75.7,23,1,2,69.3,88.3,71.1,C,,,PENDING,0.0,0
847,1847,CERT-2026-00847,Web Development Bootcamp 847,Web Development,39,10,2024-11-26,2024-12-06,,COMPLETED,9,5,2,2,0.57,3.6,1.0,0.94,98.8,86.9,86.3,93.9,0,3,2,92.2,90.4,91.7,A,2024-12-14,2025-12-14,EXPIRED,0.8915,1
848,1848,CERT-2026-00848,Cybersecurity Bootcamp 848,Cybersecurity,63,16,2026-04-07,2026-04-24,,ONGOING,5,4,0,1,0.72,4.3,0.87,0.66,44.9,,83.3,56.0,13,1,0,51.8,86.7,58.3,F,,,PENDING,0.0,0
849,1849,CERT-2026-00849,Cybersecurity Bootcamp 849,Cybersecurity,56,14,2025-06-14,2025-06-28,,COMPLETED,4,3,0,1,0.76,3.6,0.69,0.98,57.9,85.5,52.3,49.9,0,3,1,68.3,64.6,68.6,D,,,PENDING,0.4097,0
850,1850,CERT-2026-00850,Mobile Bootcamp 850,Mobile,50,12,2026-04-11,2026-04-28,,ONGOING,5,3,1,1,0.57,3.5,0.75,0.49,56.3,,88.9,59.5,7,2,0,56.1,81.7,61.2,D,,,PENDING,0.0,0
851,1851,CERT-2026-00851,Mobile Bootcamp 851,Mobile,42,10,2025-04-01,2025-04-11,,COMPLETED,8,7,0,1,0.82,4.4,0.82,1.0,73.2,89.2,61.3,71.3,0,1,2,79.9,76.8,78.9,C,2025-05-07,2026-05-07,ISSUED,0.7349,1
852,1852,CERT-2026-00852,Data Science Bootcamp 852,Data Science,61,15,2026-03-02,2026-03-07,2026-03-07,CANCELLED,5,2,1,2,0.45,3.6,0.74,0.09,27.1,,31.8,41.5,30,1,1,42.8,62.8,44.7,F,,,REVOKED,0.0,0
853,1853,CERT-2026-00853,Cybersecurity Bootcamp 853,Cybersecurity,55,14,2026-04-08,2026-04-28,,ONGOING,4,2,1,1,0.46,3.8,0.96,0.54,75.4,,97.6,74.4,19,1,0,65.5,95.8,70.6,C,,,PENDING,0.0,0
854,1854,CERT-2026-00854,Mobile Bootcamp 854,Mobile,45,11,2026-04-07,2026-04-19,,ONGOING,4,3,1,0,0.73,4.2,1.0,0.78,83.9,,100.0,87.9,15,0,1,71.4,100.0,75.1,C,,,PENDING,0.0,0
855,1855,CERT-2026-00855,Cloud Bootcamp 855,Cloud,60,15,2026-04-12,2026-04-25,,ONGOING,3,2,1,0,0.61,3.9,0.77,0.41,49.6,,70.6,50.7,6,3,0,51.9,74.6,56.3,F,,,PENDING,0.0,0
856,1856,CERT-2026-00856,UI/UX Bootcamp 856,UI/UX,37,9,2025-01-11,2025-01-20,,COMPLETED,7,4,1,2,0.56,3.7,0.52,0.87,42.7,45.9,10.7,41.3,0,1,0,43.8,45.5,40.8,F,,,REVOKED,0.0412,0
857,1857,CERT-2026-00857,Cybersecurity Bootcamp 857,Cybersecurity,47,12,2025-07-06,2025-07-18,,COMPLETED,7,5,1,1,0.71,4.0,0.78,0.84,67.7,64.7,54.1,49.9,0,2,1,61.9,70.8,63.1,D,2025-08-10,2026-08-10,ISSUED,0.2705,1
858,1858,CERT-2026-00858,Data Science Bootcamp 858,Data Science,54,14,2026-01-19,2026-02-02,,COMPLETED,13,10,2,1,0.74,4.2,0.9,0.97,61.7,88.6,81.4,76.2,0,0,5,77.4,89.0,79.7,C,2026-02-06,2027-02-06,ISSUED,0.7315,1
859,1859,CERT-2026-00859,Data Science Bootcamp 859,Data Science,66,16,2025-10-16,2025-10-26,2025-10-26,CANCELLED,6,4,1,1,0.69,3.6,0.64,0.33,37.3,,80.4,29.0,16,0,0,42.7,76.9,50.5,F,,,REVOKED,0.0,0
860,1860,CERT-2026-00860,UI/UX Bootcamp 860,UI/UX,34,8,2026-05-24,2026-06-01,,UPCOMING,5,2,1,2,0.47,4.0,0.77,0.08,,,40.9,,26,2,0,55.6,65.8,55.3,F,,,PENDING,0.0,0
861,1861,CERT-2026-00861,Data Science Bootcamp 861,Data Science,53,13,2025-11-10,2025-11-18,2025-11-18,CANCELLED,5,3,1,1,0.51,4.0,0.65,0.0,50.9,,59.9,59.1,14,0,3,54.3,70.2,55.6,F,,,REVOKED,0.0,0
862,1862,CERT-2026-00862,UI/UX Bootcamp 862,UI/UX,28,7,2026-04-12,2026-04-23,,ONGOING,5,3,1,1,0.58,4.1,0.94,0.7,90.7,,85.4,85.9,7,1,1,73.0,90.6,74.2,C,,,PENDING,0.0,0
863,1863,CERT-2026-00863,Cloud Bootcamp 863,Cloud,63,16,2025-11-28,2025-12-14,,COMPLETED,12,11,0,1,0.88,4.3,0.93,0.94,83.4,96.3,84.2,73.8,0,3,0,86.8,86.5,88.3,B,2025-12-25,2026-12-25,ISSUED,0.7542,1
864,1864,CERT-2026-00864,Data Science Bootcamp 864,Data Science,69,17,2024-09-22,2024-10-09,,COMPLETED,14,11,1,2,0.79,4.9,1.0,0.87,57.3,61.5,77.3,,0,1,0,59.4,90.5,65.0,D,,,PENDING,0.5443,0
865,1865,CERT-2026-00865,Cybersecurity Bootcamp 865,Cybersecurity,40,10,2026-05-19,2026-05-29,,UPCOMING,4,3,0,1,0.7,3.7,0.75,0.01,,,52.4,,22,2,0,55.6,68.9,56.5,F,,,PENDING,0.0,0
866,1866,CERT-2026-00866,Data Science Bootcamp 866,Data Science,60,15,2026-02-12,2026-02-27,,COMPLETED,8,2,4,2,0.3,3.5,1.0,0.98,99.7,97.8,55.6,91.6,0,2,3,96.8,81.3,92.5,A,,,PENDING,0.8469,0
867,1867,CERT-2026-00867,Cybersecurity Bootcamp 867,Cybersecurity,63,16,2025-12-22,2026-01-07,,COMPLETED,6,3,2,1,0.48,4.0,1.0,0.97,83.3,100.0,77.1,88.7,0,0,2,92.2,92.0,91.7,A,2026-02-06,2027-02-06,ISSUED,0.8619,1
868,1868,CERT-2026-00868,UI/UX Bootcamp 868,UI/UX,28,7,2025-11-15,2025-11-18,2025-11-18,CANCELLED,4,4,0,0,0.97,4.4,0.75,0.01,45.2,,64.5,50.9,22,1,0,50.6,74.7,54.4,F,,,REVOKED,0.0,0
869,1869,CERT-2026-00869,Cloud Bootcamp 869,Cloud,49,12,2026-02-18,2026-02-20,2026-02-20,CANCELLED,5,3,1,1,0.58,4.1,0.78,0.17,34.1,,22.1,26.3,12,2,0,41.1,59.6,43.4,F,,,REVOKED,0.0,0
870,1870,CERT-2026-00870,Cloud Bootcamp 870,Cloud,47,12,2025-12-26,2026-01-07,,COMPLETED,15,11,2,2,0.75,4.3,0.93,0.98,93.1,84.4,81.8,86.6,0,1,3,87.6,88.9,87.2,B,,,PENDING,0.8322,0
871,1871,CERT-2026-00871,Data Science Bootcamp 871,Data Science,44,11,2026-01-17,2026-01-24,2026-01-24,CANCELLED,4,4,0,0,0.9,4.7,0.92,0.25,48.6,,64.9,59.2,28,0,1,53.7,84.1,57.8,F,,,REVOKED,0.0,0
872,1872,CERT-2026-00872,Data Science Bootcamp 872,Data Science,54,14,2024-10-23,2024-11-06,,COMPLETED,15,10,1,4,0.7,4.9,0.99,0.97,100.0,98.5,75.7,100.0,0,2,1,99.3,87.8,96.4,A,2024-11-13,2025-11-13,EXPIRED,0.6254,1
873,1873,CERT-2026-00873,Cybersecurity Bootcamp 873,Cybersecurity,63,16,2025-04-06,2025-04-22,,COMPLETED,8,5,1,2,0.65,3.8,0.73,0.94,46.8,57.3,63.5,50.8,0,1,0,52.5,73.5,55.9,F,,,PENDING,0.6105,0
874,1874,CERT-2026-00874,Web Development Bootcamp 874,Web Development,36,9,2024-11-01,2024-11-10,,COMPLETED,5,4,0,1,0.77,3.8,0.87,0.93,62.9,69.4,78.2,48.1,0,0,3,62.1,86.5,67.3,D,2024-11-14,2025-11-14,EXPIRED,0.6967,1
875,1875,CERT-2026-00875,Web Development Bootcamp 875,Web Development,46,12,2025-11-04,2025-11-16,,COMPLETED,6,3,1,2,0.5,3.6,0.58,0.93,38.0,58.5,30.9,31.9,0,4,1,45.7,50.5,46.5,F,,,REVOKED,0.0545,0
876,1876,CERT-2026-00876,Cybersecurity Bootcamp 876,Cybersecurity,48,12,2026-04-09,2026-04-29,,ONGOING,7,4,1,2,0.51,4.5,0.82,0.71,59.1,,55.2,49.0,10,4,2,54.3,69.8,56.9,F,,,PENDING,0.0,0
877,1877,CERT-2026-00877,Data Science Bootcamp 877,Data Science,52,13,2025-10-03,2025-10-16,,COMPLETED,14,9,2,3,0.62,3.7,0.95,0.95,79.2,64.4,81.5,62.4,0,0,2,68.3,91.3,72.2,C,2025-10-24,2026-10-24,ISSUED,0.5999,1
878,1878,CERT-2026-00878,Data Science Bootcamp 878,Data Science,42,10,2026-01-03,2026-01-13,,COMPLETED,5,3,1,1,0.56,4.1,0.99,0.98,69.6,93.1,100.0,88.1,0,1,1,84.8,98.0,88.1,B,2026-01-22,2027-01-22,ISSUED,0.778,1
879,1879,CERT-2026-00879,Cloud Bootcamp 879,Cloud,55,14,2026-04-11,2026-04-22,,ONGOING,5,4,1,0,0.72,4.6,0.65,0.46,40.1,,36.8,52.5,17,5,0,49.5,54.1,49.3,F,,,PENDING,0.0,0
880,1880,CERT-2026-00880,UI/UX Bootcamp 880,UI/UX,21,5,2025-05-11,2025-05-16,,COMPLETED,15,9,2,4,0.59,3.8,0.89,0.95,68.3,92.5,78.0,93.8,0,1,2,85.6,85.8,84.9,B,2025-05-20,2026-05-20,ISSUED,0.6732,1
881,1881,CERT-2026-00881,Mobile Bootcamp 881,Mobile,45,11,2025-03-21,2025-04-01,,COMPLETED,9,5,2,2,0.59,4.0,0.69,0.86,43.7,52.2,53.7,40.2,0,1,1,46.7,68.2,50.0,F,2025-04-04,2026-04-04,EXPIRED,0.1123,1
882,1882,CERT-2026-00882,Data Science Bootcamp 882,Data Science,48,12,2025-12-15,2025-12-27,,COMPLETED,11,10,1,0,0.89,4.2,0.74,0.94,47.2,68.5,36.2,52.3,0,1,0,58.1,64.4,57.7,F,,,PENDING,0.3648,0
883,1883,CERT-2026-00883,UI/UX Bootcamp 883,UI/UX,39,10,2024-10-14,2024-10-24,,COMPLETED,4,3,1,0,0.66,3.9,0.93,0.97,80.4,74.7,74.2,,0,2,3,72.2,84.6,75.1,C,2024-11-13,2025-11-13,EXPIRED,0.4855,1
884,1884,CERT-2026-00884,Mobile Bootcamp 884,Mobile,20,5,2026-05-09,2026-05-14,,UPCOMING,4,3,0,1,0.75,4.8,0.93,0.03,,,88.1,,23,2,2,55.6,89.5,62.3,D,,,PENDING,0.0,0
885,1885,CERT-2026-00885,Cybersecurity Bootcamp 885,Cybersecurity,72,18,2026-03-02,2026-03-20,,COMPLETED,4,3,1,0,0.68,3.5,0.83,0.75,55.5,58.4,58.8,63.4,0,2,2,58.8,74.7,60.4,D,,,PENDING,0.2504,0
886,1886,CERT-2026-00886,UI/UX Bootcamp 886,UI/UX,32,8,2024-11-20,2024-11-28,,COMPLETED,6,4,1,1,0.67,4.5,1.0,0.92,83.4,88.4,100.0,76.7,0,2,0,84.0,96.8,87.9,B,2024-12-07,2025-12-07,EXPIRED,0.7418,1
887,1887,CERT-2026-00887,Web Development Bootcamp 887,Web Development,34,8,2025-03-17,2025-03-25,,COMPLETED,7,5,1,1,0.75,4.3,1.0,0.93,85.3,87.0,100.0,76.6,0,1,1,83.9,98.4,87.7,B,,,PENDING,0.8079,0
888,1888,CERT-2026-00888,Cybersecurity Bootcamp 888,Cybersecurity,61,15,2026-04-11,2026-04-24,,ONGOING,1,1,0,0,0.78,4.2,1.0,0.59,63.1,,100.0,70.6,6,2,2,60.9,96.8,67.7,D,,,PENDING,0.0,0
889,1889,CERT-2026-00889,Web Development Bootcamp 889,Web Development,57,14,2026-04-05,2026-04-30,,ONGOING,2,2,0,0,0.93,5.0,0.99,0.89,78.9,,100.0,78.7,16,1,2,67.6,98.0,72.6,C,,,PENDING,0.0,0
890,1890,CERT-2026-00890,Cybersecurity Bootcamp 890,Cybersecurity,78,20,2026-05-05,2026-05-25,,UPCOMING,4,3,1,0,0.75,4.4,0.93,0.07,,,82.4,,19,1,3,55.6,89.1,61.6,D,,,PENDING,0.0,0
891,1891,CERT-2026-00891,Data Science Bootcamp 891,Data Science,44,11,2026-04-09,2026-04-24,,ONGOING,5,4,0,1,0.73,3.6,0.96,0.47,64.0,,57.9,62.1,13,2,0,59.0,80.3,61.4,D,,,PENDING,0.0,0
892,1892,CERT-2026-00892,Data Science Bootcamp 892,Data Science,73,18,2026-04-09,2026-04-25,,ONGOING,6,5,0,1,0.79,,1.0,0.72,100.0,,71.3,,22,1,3,68.8,88.4,71.4,C,,,PENDING,0.0,0
893,1893,CERT-2026-00893,Mobile Bootcamp 893,Mobile,35,9,2025-11-01,2025-11-07,2025-11-07,CANCELLED,1,0,0,1,0.4,4.0,1.0,0.63,94.0,,100.0,82.6,23,1,3,73.2,98.4,76.8,C,,,REVOKED,0.0,0
894,1894,CERT-2026-00894,Web Development Bootcamp 894,Web Development,53,13,2026-04-23,2026-05-06,,UPCOMING,6,1,3,2,0.21,2.8,0.85,0.02,,,42.5,,19,0,2,55.6,73.1,56.1,F,,,PENDING,0.0,0
895,1895,CERT-2026-00895,Cybersecurity Bootcamp 895,Cybersecurity,57,14,2024-08-13,2024-08-27,,COMPLETED,6,4,1,1,0.62,4.7,0.79,0.99,,90.6,60.5,70.6,0,1,3,75.2,75.1,75.0,C,,,PENDING,0.5573,0
896,1896,CERT-2026-00896,Mobile Bootcamp 896,Mobile,38,10,2024-10-29,2024-11-08,,COMPLETED,9,6,1,2,0.69,4.0,1.0,0.85,66.9,81.3,100.0,74.1,0,2,1,75.2,96.8,80.6,B,,,PENDING,0.5696,0
897,1897,CERT-2026-00897,Web Development Bootcamp 897,Web Development,39,10,2026-03-10,2026-03-20,,COMPLETED,9,4,2,3,0.42,3.3,0.9,1.0,66.1,69.8,85.0,48.2,0,0,0,63.3,90.2,69.3,D,,,PENDING,0.6786,0
898,1898,CERT-2026-00898,Data Science Bootcamp 898,Data Science,61,15,2025-06-04,2025-06-19,,COMPLETED,3,2,1,0,0.67,3.7,0.84,0.92,57.4,52.5,65.4,,0,1,0,55.3,79.1,58.5,F,,,PENDING,0.4349,0
899,1899,CERT-2026-00899,Web Development Bootcamp 899,Web Development,59,15,2026-04-07,2026-04-24,,ONGOING,4,3,0,1,0.71,4.2,0.73,0.57,65.9,,66.4,46.1,14,2,1,55.6,72.9,58.8,F,,,PENDING,0.0,0
900,1900,CERT-2026-00900,Data Science Bootcamp 900,Data Science,57,14,2025-02-06,2025-02-20,,COMPLETED,6,5,0,1,0.77,3.0,0.82,0.92,66.5,54.2,17.4,39.1,0,4,0,54.1,56.6,52.8,F,,,PENDING,0.0506,0
901,1901,CERT-2026-00901,UI/UX Bootcamp 901,UI/UX,37,9,2026-01-16,2026-01-18,2026-01-18,CANCELLED,4,2,1,1,0.6,4.5,1.0,0.19,94.0,,88.0,86.7,4,3,8,74.2,91.0,75.9,C,,,REVOKED,0.0,0
